t,x
1.943333333333333576e+04,1.303917330177349065e-01
1.946666666666666788e+04,1.310289003367960670e-01
1.950000000000000000e+04,1.304882812500000322e-01
1.953333333333333576e+04,6.393568508707288267e-02
1.956666666666666788e+04,1.530242552014519364e-01
1.960000000000000000e+04,2.827148437500000000e-01
1.963333333333333576e+04,2.839731046162470296e-01
1.966666666666666788e+04,3.264351844062348129e-01
1.970000000000000000e+04,4.058789062500000600e-01
1.973333333333333576e+04,4.071437398549901943e-01
1.976666666666666788e+04,4.062580069621637424e-01
1.980000000000000000e+04,4.054882812500000266e-01
1.983333333333333576e+04,4.047606939790807656e-01
1.986666666666666788e+04,4.047237822701649224e-01
1.990000000000000000e+04,4.063476562500000777e-01
1.993333333333333576e+04,4.074800808610880010e-01
1.996666666666666788e+04,4.059599340423491465e-01
2.000000000000000000e+04,4.071679687500000533e-01
2.003333333333333576e+04,4.054468065056671122e-01
2.006666666666666788e+04,4.080450389426385494e-01
2.010000000000000000e+04,4.056054687500001421e-01
2.013333333333333576e+04,3.846100616413355433e-01
2.016666666666666788e+04,3.844925087940962993e-01
2.020000000000000000e+04,3.849804687500000822e-01
2.023333333333333576e+04,3.843122284969144320e-01
2.026666666666666788e+04,3.861298996932559513e-01
2.030000000000000000e+04,3.843164062500000200e-01
2.033333333333333576e+04,3.903167125061401954e-01
2.036666666666666788e+04,5.586646939215286212e-01
2.040000000000000000e+04,5.649414062500001110e-01
2.043333333333333576e+04,5.635804365744788713e-01
2.046666666666666788e+04,5.648544440353514551e-01
2.050000000000000000e+04,5.659960937500000400e-01
2.053333333333333576e+04,5.651834089646885495e-01
2.056666666666666788e+04,4.803788230541602977e-01
2.060000000000000000e+04,4.604101562500000910e-01
2.063333333333333576e+04,4.611888917582348535e-01
2.066666666666666788e+04,4.603616138882287157e-01
2.070000000000000000e+04,4.606054687499999689e-01
2.073333333333333576e+04,4.652681126218847218e-01
2.076666666666666788e+04,7.117062896639355651e-01
2.080000000000000000e+04,7.694726562500000533e-01
2.083333333333333576e+04,7.681734326650642153e-01
2.086666666666666788e+04,7.672179421037229607e-01
2.090000000000000000e+04,7.675195312500000533e-01
2.093333333333333576e+04,7.760804656197983764e-01
2.096666666666666788e+04,7.743960775469812541e-01
2.100000000000000000e+04,7.709179687499998490e-01
2.103333333333333576e+04,7.722489448191681705e-01
2.106666666666666788e+04,7.474648605940370505e-01
2.110000000000000000e+04,7.337304687499999201e-01
2.113333333333333576e+04,7.344963560388955148e-01
2.116666666666666788e+04,7.360654706714435669e-01
2.120000000000000000e+04,7.358789062500000755e-01
2.123333333333333576e+04,7.365563219521340521e-01
2.126666666666666788e+04,7.363249608361247533e-01
2.130000000000000000e+04,7.407226562500000000e-01
2.133333333333333576e+04,7.428325276039160485e-01
2.136666666666666788e+04,7.442826212594126911e-01
2.140000000000000000e+04,7.446289062500001110e-01
2.143333333333333576e+04,7.444330154048754977e-01
2.146666666666666788e+04,7.457293139683121019e-01
2.150000000000000000e+04,7.461914062500001332e-01
2.153333333333333576e+04,7.468333459938661933e-01
2.156666666666666788e+04,7.460830337127705159e-01
2.160000000000000000e+04,7.461914062500001332e-01
2.163333333333333576e+04,7.674689008034336624e-01
2.166666666666666788e+04,7.623303630078905879e-01
2.170000000000000000e+04,7.631054687500000711e-01
2.173333333333333576e+04,7.629983018146766494e-01
2.176666666666666788e+04,7.636856051784508548e-01
2.180000000000000000e+04,7.636132812500001643e-01
2.183333333333333576e+04,7.643337183251520672e-01
2.186666666666666788e+04,7.642753453147610454e-01
2.190000000000000000e+04,8.009960937500001377e-01
2.193333333333333576e+04,8.047491353886212506e-01
2.196666666666666788e+04,8.051874343891853858e-01
2.200000000000000000e+04,8.049414062499999911e-01
2.203333333333333576e+04,8.059265135371316280e-01
2.206666666666666788e+04,6.477108155589154093e-01
2.210000000000000000e+04,6.391992187499999645e-01
2.213333333333333576e+04,6.402704884268973773e-01
2.216666666666666788e+04,6.394892770261435544e-01
2.220000000000000000e+04,6.393554687500002665e-01
2.223333333333333576e+04,6.396584674326941666e-01
2.226666666666666788e+04,6.411096759575409809e-01
2.230000000000000000e+04,6.011523437499999289e-01
2.233333333333333576e+04,5.105675956614124100e-01
2.236666666666666788e+04,5.099622428532806229e-01
2.240000000000000000e+04,5.104882812500000089e-01
2.243333333333333576e+04,5.100048656927538282e-01
2.246666666666666788e+04,5.096559325934871820e-01
2.250000000000000000e+04,5.109179687500000622e-01
2.253333333333333576e+04,5.119756961260757411e-01
2.256666666666666788e+04,5.381493697086909833e-01
2.260000000000000000e+04,5.384570312500001066e-01
2.263333333333333576e+04,5.386090967760315262e-01
2.266666666666666788e+04,5.300335926986737833e-01
2.270000000000000000e+04,5.416210937500000044e-01
2.273333333333333576e+04,5.430210770162696710e-01
2.276666666666666788e+04,5.434668542868394958e-01
2.280000000000000000e+04,5.440820312500000977e-01
2.283333333333333576e+04,5.443096838888492606e-01
2.286666666666666788e+04,5.435213163909008438e-01
2.290000000000000000e+04,5.347070312499999645e-01
2.293333333333333576e+04,5.244047882154839746e-01
2.296666666666666788e+04,5.251691388923410697e-01
2.300000000000000000e+04,5.265429687500001732e-01
2.303333333333333576e+04,5.248523655971741864e-01
2.306666666666666788e+04,5.250643635503045026e-01
2.310000000000000000e+04,5.184960937500000533e-01
2.313333333333333576e+04,5.214959196352517701e-01
2.316666666666666788e+04,5.221533829906627178e-01
2.320000000000000000e+04,5.214648437500000178e-01
2.323333333333333576e+04,5.202514640416872060e-01
2.326666666666666788e+04,5.205205944559622155e-01
2.330000000000000000e+04,5.162695312500000799e-01
2.333333333333333576e+04,5.127429776883666301e-01
2.336666666666666788e+04,5.133950661103202640e-01
2.340000000000000000e+04,5.136132812500001643e-01
2.343333333333333576e+04,5.138767321927499854e-01
2.346666666666666788e+04,5.132250137681679814e-01
2.350000000000000000e+04,5.101367187500001066e-01
2.353333333333333576e+04,5.105734749282975216e-01
2.356666666666666788e+04,5.110639237697134352e-01
2.360000000000000000e+04,5.120117187499999556e-01
2.363333333333333576e+04,5.107995840751562433e-01
2.366666666666666788e+04,5.094601483732925651e-01
2.370000000000000000e+04,5.102539062500001110e-01
2.373333333333333576e+04,5.110042459931053438e-01
2.376666666666666788e+04,5.400622916182544753e-01
2.380000000000000000e+04,5.902148437500001066e-01
2.383333333333333576e+04,5.863848299635359140e-01
2.386666666666666788e+04,5.887000589580297927e-01
2.390000000000000000e+04,5.891601562499999556e-01
2.393333333333333576e+04,5.885747815616432232e-01
2.396666666666666788e+04,5.892972275687330397e-01
2.400000000000000000e+04,5.902539062500000711e-01
2.403333333333333576e+04,5.900141768563249567e-01
2.406666666666666788e+04,5.756888950805397753e-01
2.410000000000000000e+04,5.754101562500000266e-01
2.413333333333333576e+04,5.752295146135542048e-01
2.416666666666666788e+04,5.755763782446325916e-01
2.420000000000000000e+04,5.754101562500000266e-01
2.423333333333333576e+04,5.743148485672351367e-01
2.426666666666666788e+04,5.743830474161436550e-01
2.430000000000000000e+04,5.794335937500000311e-01
2.433333333333333576e+04,5.796695610795026266e-01
2.436666666666666788e+04,5.790123881723132637e-01
2.440000000000000000e+04,5.796289062499999645e-01
2.443333333333333576e+04,5.241240330790036817e-01
2.446666666666666788e+04,2.895369611468678883e-01
2.450000000000000000e+04,2.908007812499999734e-01
2.453333333333333576e+04,2.920527116764740638e-01
2.456666666666666788e+04,2.901628791773770977e-01
2.460000000000000000e+04,2.908789062500000688e-01
2.463333333333333576e+04,2.920915707382228388e-01
2.466666666666666788e+04,2.914272543681094008e-01
2.470000000000000000e+04,2.928320312500000688e-01
2.473333333333333576e+04,2.633977965990212389e-01
2.476666666666666788e+04,2.634968341035377470e-01
2.480000000000000000e+04,2.645898437500000533e-01
2.483333333333333576e+04,2.625832784996748881e-01
2.486666666666666788e+04,2.426693460143941328e-01
2.490000000000000000e+04,2.540039062500000222e-01
2.493333333333333576e+04,2.536408364241428126e-01
2.496666666666666788e+04,2.529934667377130020e-01
2.500000000000000000e+04,2.528710937499999978e-01
2.503333333333333576e+04,2.530617316592229105e-01
2.506666666666666788e+04,2.533790723130561195e-01
2.510000000000000000e+04,2.538085937499999778e-01
2.513333333333333576e+04,2.683554308865003235e-01
2.516666666666666788e+04,2.697058742759197436e-01
2.520000000000000000e+04,2.703710937500000688e-01
2.523333333333333576e+04,2.699750429109638028e-01
2.526666666666666788e+04,2.698411292476105006e-01
2.530000000000000000e+04,2.711132812500000044e-01
2.533333333333333576e+04,3.117423385240987166e-01
2.536666666666666788e+04,5.372249105775012135e-01
2.540000000000000000e+04,5.416992187500000444e-01
2.543333333333333576e+04,5.404364312739048382e-01
2.546666666666666788e+04,5.412525977068716188e-01
2.550000000000000000e+04,5.429882812500000933e-01
2.553333333333333576e+04,5.427056090123799637e-01
2.556666666666666788e+04,5.435430286930914567e-01
2.560000000000000000e+04,5.438085937500001243e-01
2.563333333333333576e+04,5.524136864934362512e-01
2.566666666666666788e+04,5.716240115174328063e-01
2.570000000000000364e+04,5.720117187500011191e-01
2.573333333333333576e+04,5.722075428182639145e-01
2.576666666666666788e+04,5.734589928429979500e-01
2.580000000000000364e+04,5.749023437500000444e-01
2.583333333333333576e+04,5.150282580739419247e-01
2.586666666666666788e+04,5.144939802246012439e-01
2.590000000000000364e+04,5.146679687500009814e-01
2.593333333333333576e+04,5.139053736807164263e-01
2.596666666666666788e+04,5.141363669981888762e-01
2.600000000000000364e+04,5.143945312499991207e-01
2.603333333333333576e+04,5.142111554022148479e-01
2.606666666666666788e+04,5.156910460607450064e-01
2.610000000000000364e+04,4.699414062499718825e-01
2.613333333333333576e+04,2.830262649576477108e-01
2.616666666666666788e+04,2.799168873516856282e-01
2.620000000000000364e+04,2.808007812500010192e-01
2.623333333333333576e+04,2.795948489663403480e-01
2.626666666666666788e+04,2.811043424503373855e-01
2.630000000000000364e+04,2.782226562499998113e-01
2.633333333333333576e+04,2.466846267210446864e-01
2.636666666666666788e+04,2.508298672847286692e-01
2.640000000000000364e+04,2.508398437499999023e-01
2.643333333333333576e+04,2.512113582295214531e-01
2.646666666666666788e+04,2.683301180452108969e-01
2.650000000000000364e+04,2.661132812500004996e-01
2.653333333333333576e+04,2.656678657367920748e-01
2.656666666666666788e+04,2.678843476644757193e-01
2.660000000000000364e+04,3.109179687499991629e-01
2.663333333333333576e+04,3.098168298985861102e-01
2.666666666666666788e+04,3.110400364178535493e-01
2.670000000000000364e+04,3.117773437499999911e-01
2.673333333333333576e+04,3.105918032266595796e-01
2.676666666666666788e+04,2.839358822142007410e-01
2.680000000000000364e+04,2.206445312500043554e-01
2.683333333333333576e+04,2.215842249568971412e-01
2.686666666666666788e+04,2.205827868339006181e-01
2.690000000000000364e+04,2.203320312499992828e-01
2.693333333333333576e+04,2.210258199329531437e-01
2.696666666666666788e+04,2.216024431780986570e-01
2.700000000000000364e+04,2.213476562499993028e-01
2.703333333333333576e+04,2.221215173165863865e-01
2.706666666666666788e+04,2.219665790932556226e-01
2.710000000000000364e+04,2.223242187500000244e-01
2.713333333333333576e+04,3.498936613557320774e-01
2.716666666666666788e+04,3.602726434367776176e-01
2.720000000000000364e+04,3.576367187500012479e-01
2.723333333333333576e+04,3.592740157181406602e-01
2.726666666666666788e+04,3.601285153200164957e-01
2.730000000000000364e+04,3.805664062500188627e-01
2.733333333333333576e+04,5.202533337515232725e-01
2.736666666666666788e+04,5.217276068404476108e-01
2.740000000000000364e+04,5.211914062500013767e-01
2.743333333333333576e+04,5.224845247259028991e-01
2.746666666666666788e+04,5.211474487714538029e-01
2.750000000000000364e+04,5.207226562499998046e-01
2.753333333333333576e+04,5.661252137935607331e-01
2.756666666666666788e+04,6.225324788210502280e-01
2.760000000000000364e+04,7.010351562500019007e-01
2.763333333333333576e+04,6.830519386271040050e-01
2.766666666666666788e+04,6.266720758894294141e-01
2.770000000000000364e+04,5.581054687499978906e-01
2.773333333333333576e+04,5.602833804221165614e-01
2.776666666666666788e+04,5.630054395295774894e-01
2.780000000000000364e+04,5.641601562499999334e-01
2.783333333333333576e+04,5.647558397314946799e-01
2.786666666666666788e+04,5.655933389746202744e-01
2.790000000000000364e+04,5.674414062500001688e-01
2.793333333333333576e+04,5.667875497654449868e-01
2.796666666666666788e+04,5.671456085117088097e-01
2.800000000000000364e+04,5.672070312500001599e-01
2.803333333333333576e+04,5.692409231429106375e-01
2.806666666666666788e+04,5.684029673985516729e-01
2.810000000000000364e+04,5.742773437500047207e-01
2.813333333333333576e+04,5.820552112862863448e-01
2.816666666666666788e+04,5.809277366218444927e-01
2.820000000000000364e+04,5.814648437500004041e-01
2.823333333333333576e+04,5.832850661630852862e-01
2.826666666666666788e+04,5.827558294263908145e-01
2.830000000000000364e+04,5.845117187500014078e-01
2.833333333333333576e+04,5.843481403990286038e-01
2.836666666666666788e+04,5.752930764535270081e-01
2.840000000000000364e+04,5.764257812500007683e-01
2.843333333333333576e+04,5.773281042315708822e-01
2.846666666666666788e+04,5.790117499579338078e-01
2.850000000000000364e+04,5.792773437500007283e-01
2.853333333333333576e+04,5.795851566359145890e-01
2.856666666666666788e+04,4.238279007034693735e-01
2.860000000000000364e+04,2.756445312500030442e-01
2.863333333333333576e+04,2.795465803216580225e-01
2.866666666666666788e+04,2.812258399039889167e-01
2.870000000000000364e+04,2.828320312499987832e-01
2.873333333333333576e+04,2.834217059448675413e-01
2.876666666666666788e+04,2.827350793915351379e-01
2.880000000000000364e+04,2.839257812500011746e-01
2.883333333333333576e+04,2.831870715396084814e-01
2.886666666666666788e+04,2.585198633600192530e-01
2.890000000000000364e+04,2.639257812500001021e-01
2.893333333333333576e+04,2.647931341851996190e-01
2.896666666666666788e+04,2.629663198934787949e-01
2.900000000000000364e+04,2.643945312500012301e-01
2.903333333333333576e+04,2.528853323821301791e-01
2.906666666666666788e+04,2.542927552209428010e-01
2.910000000000000364e+04,2.556835937500004374e-01
2.913333333333333576e+04,2.576919814474420978e-01
2.916666666666666788e+04,2.561022905919372317e-01
2.920000000000000364e+04,2.555664062500003220e-01
2.923333333333333576e+04,2.523167066890512067e-01
2.926666666666666788e+04,2.513178170526080835e-01
2.930000000000000364e+04,2.520898437499993761e-01
2.933333333333333576e+04,2.527368277319295697e-01
2.936666666666666788e+04,2.523957887687946489e-01
2.940000000000000364e+04,2.534570312499986322e-01
2.943333333333333576e+04,2.533535971733890668e-01
2.946666666666666788e+04,2.539711313470430221e-01
2.950000000000000364e+04,2.533398437499994604e-01
2.953333333333333576e+04,2.529429758101404135e-01
2.956666666666666788e+04,2.539866990965804483e-01
2.960000000000000364e+04,2.530273437499998557e-01
2.963333333333333576e+04,2.510579673619732222e-01
2.966666666666666788e+04,2.501292867583872481e-01
2.970000000000000364e+04,2.504492187500001465e-01
2.973333333333333576e+04,2.497082449917198133e-01
2.976666666666666788e+04,2.498498313164178308e-01
2.980000000000000364e+04,2.515820312500011147e-01
2.983333333333333576e+04,2.534935978002164636e-01
2.986666666666666788e+04,2.500244553314018847e-01
2.990000000000000364e+04,2.569726562499997646e-01
2.993333333333333576e+04,2.564587204210120874e-01
2.996666666666666788e+04,2.571523413823037507e-01
3.000000000000000364e+04,2.574804687499995803e-01
3.003333333333333576e+04,2.576707870576124826e-01
3.006666666666666788e+04,2.574799226404083097e-01
3.010000000000000364e+04,2.591210937500000311e-01
3.013333333333333576e+04,2.705343723785038068e-01
3.016666666666666788e+04,2.772388134644217517e-01
3.020000000000000364e+04,2.791601562499994027e-01
3.023333333333333576e+04,2.796668851834974712e-01
3.026666666666666788e+04,2.793715425231660943e-01
3.030000000000000364e+04,2.785351562500006928e-01
3.033333333333333576e+04,2.787467009105813465e-01
3.036666666666666788e+04,2.785938884900850399e-01
3.040000000000000364e+04,2.779492187500005040e-01
3.043333333333333576e+04,2.785710079540695827e-01
3.046666666666666788e+04,2.786631790653404939e-01
3.050000000000000364e+04,2.620898437499973310e-01
3.053333333333333576e+04,2.604668874164590697e-01
3.056666666666666788e+04,2.605050412763892376e-01
3.060000000000000364e+04,2.609179687499991740e-01
3.063333333333333576e+04,2.598732285024435429e-01
3.066666666666666788e+04,2.612424399984705214e-01
3.070000000000000364e+04,2.625195312499983280e-01
3.073333333333333576e+04,2.612050289095013689e-01
3.076666666666666788e+04,2.585811309271769942e-01
3.080000000000000364e+04,2.582226562500005151e-01
3.083333333333333576e+04,2.582342232160166895e-01
3.086666666666666788e+04,2.599735864018845599e-01
3.090000000000000364e+04,2.595117187499989542e-01
3.093333333333333576e+04,2.586643650395551997e-01
3.096666666666666788e+04,2.597755672538074045e-01
3.100000000000000364e+04,2.587304687500003864e-01
3.103333333333333576e+04,2.582393914445443861e-01
3.106666666666666788e+04,2.590034040945142779e-01
3.110000000000000364e+04,2.599414062499992850e-01
3.113333333333333576e+04,4.018085449096405193e-01
3.116666666666666788e+04,5.758117648227307761e-01
3.120000000000000364e+04,5.745117187499996225e-01
3.123333333333333576e+04,5.748907845033360831e-01
3.126666666666666788e+04,5.754651667301480256e-01
3.130000000000000364e+04,5.755273437500008082e-01
3.133333333333333576e+04,5.757239609012938519e-01
3.136666666666666788e+04,5.763410921374615414e-01
3.140000000000000364e+04,5.760742187500008660e-01
3.143333333333333576e+04,5.684717036955617697e-01
3.146666666666666788e+04,5.691366656344200026e-01
3.150000000000000364e+04,5.702148437499990896e-01
3.153333333333333576e+04,5.700421323194874157e-01
3.156666666666666788e+04,5.727187358609291401e-01
3.160000000000000364e+04,5.700585937500003419e-01
3.163333333333333576e+04,5.706891792757466941e-01
3.166666666666666788e+04,5.730109578396744840e-01
3.170000000000000364e+04,5.722851562500009814e-01
3.173333333333333576e+04,5.837963368850458412e-01
3.176666666666666788e+04,5.896269383540787556e-01
3.180000000000000364e+04,5.893164062500004796e-01
3.183333333333333576e+04,5.892976300635970333e-01
3.186666666666666788e+04,5.892203512158401546e-01
3.190000000000000364e+04,5.883789062499997780e-01
3.193333333333333576e+04,5.889107387503347280e-01
3.196666666666666788e+04,5.810549670181451853e-01
3.200000000000000364e+04,5.805664062500009992e-01
3.203333333333333576e+04,5.810956021117569259e-01
3.206666666666666788e+04,5.809700334815565137e-01
3.210000000000000364e+04,5.813085937499993250e-01
3.213333333333333576e+04,5.633290808137362271e-01
3.216666666666666788e+04,5.599370072475594595e-01
3.220000000000000364e+04,5.596679687500004663e-01
3.223333333333333576e+04,5.609583419479190480e-01
3.226666666666666788e+04,5.616831190871657276e-01
3.230000000000000364e+04,5.616210937500005773e-01
3.233333333333333576e+04,5.618778900332498383e-01
3.236666666666666788e+04,5.620957873253067394e-01
3.240000000000000364e+04,5.727148437500045874e-01
3.243333333333333576e+04,5.820245430131044673e-01
3.246666666666666788e+04,5.835292337907724836e-01
3.250000000000000364e+04,5.831054687500006883e-01
3.253333333333333576e+04,5.833547831329694011e-01
3.256666666666666788e+04,5.814098343960959481e-01
3.260000000000000364e+04,5.817382812500001554e-01
3.263333333333333576e+04,5.824307305274540880e-01
3.266666666666666788e+04,5.818892862795940202e-01
3.270000000000000364e+04,5.814257812500012168e-01
3.273333333333333576e+04,5.821412454982808349e-01
3.276666666666666788e+04,5.810654154743709610e-01
3.280000000000000000e+04,5.817382812500000444e-01
3.283333333333333576e+04,5.911528572226545375e-01
3.286666666666667152e+04,6.502634511393988737e-01
3.290000000000000000e+04,6.602215129573172359e-01
3.293333333333333576e+04,6.680816503661664019e-01
3.296666666666667152e+04,6.382098128840116846e-01
3.300000000000000000e+04,6.170117187500000488e-01
3.303333333333333576e+04,6.183251771197716407e-01
3.306666666666667152e+04,6.187376180744232901e-01
3.310000000000000000e+04,6.198242187500001554e-01
3.313333333333333576e+04,6.201118952875320778e-01
3.316666666666667152e+04,6.199430193674698719e-01
3.320000000000000000e+04,6.201757812499999467e-01
3.323333333333333576e+04,6.197366821414187488e-01
3.326666666666667152e+04,5.826631214511056589e-01
3.330000000000000000e+04,5.753710937500000622e-01
3.333333333333333576e+04,5.747374389056021382e-01
3.336666666666667152e+04,5.745339702187514108e-01
3.340000000000000000e+04,5.766210937500001465e-01
3.343333333333333576e+04,5.772546092996828637e-01
3.346666666666667152e+04,5.772482766881857907e-01
3.350000000000000000e+04,5.792773437500000622e-01
3.353333333333333576e+04,5.783193412080800400e-01
3.356666666666667152e+04,5.821827185395245241e-01
3.360000000000000000e+04,5.826367187500001155e-01
3.363333333333333576e+04,5.815571715454579405e-01
3.366666666666667152e+04,5.815565367084988280e-01
3.370000000000000000e+04,5.827929687500000844e-01
3.373333333333333576e+04,5.836514156079196658e-01
3.376666666666667152e+04,5.839726351369280977e-01
3.380000000000000000e+04,5.838476562500001243e-01
3.383333333333333576e+04,4.155378277644190543e-01
3.386666666666667152e+04,3.551896925670610661e-01
3.390000000000000000e+04,3.552539062500000289e-01
3.393333333333333576e+04,3.551975133456210520e-01
3.396666666666667152e+04,3.552115776535892944e-01
3.400000000000000000e+04,3.555664062500000222e-01
3.403333333333333576e+04,2.567493315786080754e-01
3.406666666666667152e+04,2.610554190582975997e-01
3.410000000000000000e+04,2.608007812500000577e-01
3.413333333333333576e+04,2.616286061699960031e-01
3.416666666666667152e+04,2.631570965209142354e-01
3.420000000000000000e+04,2.641601562500000000e-01
3.423333333333333576e+04,2.626752215855994166e-01
3.426666666666667152e+04,2.631195624809338218e-01
3.430000000000000000e+04,2.638476562500000622e-01
3.433333333333333576e+04,2.644817028903712619e-01
3.436666666666667152e+04,2.640591227544659692e-01
3.440000000000000000e+04,2.650195312499999956e-01
3.443333333333333576e+04,2.642949846808972936e-01
3.446666666666667152e+04,2.605712615460996640e-01
3.450000000000000000e+04,2.585351562500000089e-01
3.453333333333333576e+04,2.589219024336663622e-01
3.456666666666667152e+04,2.596928311024713221e-01
3.460000000000000000e+04,2.609179687500000622e-01
3.463333333333333576e+04,2.613484053106192029e-01
3.466666666666667152e+04,2.616129686401436061e-01
3.470000000000000000e+04,2.555664062500000444e-01
3.473333333333333576e+04,2.545313306942950660e-01
3.476666666666667152e+04,2.544311501854947810e-01
3.480000000000000000e+04,2.543164062500000711e-01
3.483333333333333576e+04,2.543656643967066588e-01
3.486666666666667152e+04,2.546231838441385675e-01
3.490000000000000000e+04,2.840820312499999778e-01
3.493333333333333576e+04,2.742713769495145337e-01
3.496666666666667152e+04,2.746474009696862062e-01
3.500000000000000000e+04,2.762304687500000133e-01
3.503333333333333576e+04,2.750149153864616114e-01
3.506666666666667152e+04,2.746963878992069730e-01
3.510000000000000000e+04,2.770898437500000644e-01
3.513333333333333576e+04,3.157587591055976972e-01
3.516666666666667152e+04,3.164673965454420923e-01
3.520000000000000000e+04,3.168164062499999600e-01
3.523333333333333576e+04,3.217254654794629021e-01
3.526666666666667152e+04,3.130941669866949550e-01
3.530000000000000000e+04,3.115820312500000022e-01
3.533333333333333576e+04,3.120783062248327355e-01
3.536666666666667152e+04,3.114403727523349374e-01
3.540000000000000000e+04,3.103710937500001044e-01
3.543333333333333576e+04,3.124344216819879838e-01
3.546666666666667152e+04,3.124283667224860839e-01
3.550000000000000000e+04,3.131835937500000444e-01
3.553333333333333576e+04,3.125608440092221829e-01
3.556666666666667152e+04,3.097825946886028636e-01
3.560000000000000000e+04,2.908789062500000688e-01
3.563333333333333576e+04,2.703875047427240497e-01
3.566666666666667152e+04,2.734859840633160899e-01
3.570000000000000000e+04,2.716210937500000422e-01
3.573333333333333576e+04,2.749792433514507417e-01
3.576666666666667152e+04,2.762655636276360460e-01
3.580000000000000000e+04,2.785742187499999911e-01
3.583333333333333576e+04,2.775943268935108232e-01
3.586666666666667152e+04,2.778687419377304235e-01
3.590000000000000000e+04,2.771679687500000488e-01
3.593333333333333576e+04,2.794408153583206045e-01
3.596666666666667152e+04,2.779540134756836034e-01
3.600000000000000000e+04,2.778710937500000200e-01
3.603333333333333576e+04,2.248846164122109692e-01
3.606666666666667152e+04,2.311297923895857254e-01
3.610000000000000000e+04,2.328320312500000433e-01
3.613333333333333576e+04,2.331220092198197369e-01
3.616666666666667152e+04,2.314882250465717106e-01
3.620000000000000000e+04,2.325195312500000222e-01
3.623333333333333576e+04,2.326086698559954868e-01
3.626666666666667152e+04,2.380532318494971433e-01
3.630000000000000000e+04,2.495507812500000200e-01
3.633333333333333576e+04,2.510640783918438590e-01
3.636666666666667152e+04,2.514758478214049187e-01
3.640000000000000000e+04,2.511914062500000822e-01
3.643333333333333576e+04,2.511977986008342434e-01
3.646666666666667152e+04,2.523779952905412793e-01
3.650000000000000000e+04,2.518945312500000533e-01
3.653333333333333576e+04,2.517975793104672011e-01
3.656666666666667152e+04,2.507848028830595988e-01
3.660000000000000000e+04,2.517773437500000488e-01
3.663333333333333576e+04,2.512222542642756351e-01
3.666666666666667152e+04,2.527215280062681813e-01
3.670000000000000000e+04,2.505664062499999845e-01
3.673333333333333576e+04,2.517439141272664327e-01
3.676666666666667152e+04,2.518854635953384213e-01
3.680000000000000000e+04,2.535351562500000044e-01
3.683333333333333576e+04,2.524272553664429486e-01
3.686666666666667152e+04,2.523493794862144424e-01
3.690000000000000000e+04,2.541210937500000266e-01
3.693333333333333576e+04,2.531422468193523789e-01
3.696666666666667152e+04,2.537963926402815873e-01
3.700000000000000000e+04,2.532617187500000311e-01
3.703333333333333576e+04,2.532216028178067568e-01
3.706666666666667152e+04,2.616724721466839876e-01
3.710000000000000000e+04,2.541992187500000111e-01
3.713333333333333576e+04,2.540075798821848085e-01
3.716666666666667152e+04,2.541400263319321118e-01
3.720000000000000000e+04,2.552929687500000711e-01
3.723333333333333576e+04,2.556868715726481889e-01
3.726666666666667152e+04,2.562048363476566726e-01
3.730000000000000000e+04,2.554101562500000200e-01
3.733333333333333576e+04,2.545570225564693922e-01
3.736666666666667152e+04,2.551346500841196741e-01
3.740000000000000000e+04,2.547070312500000488e-01
3.743333333333333576e+04,2.919005272444105681e-01
3.746666666666667152e+04,2.909987591050838818e-01
3.750000000000000000e+04,2.916601562500000244e-01
3.753333333333333576e+04,2.920332531626981809e-01
3.756666666666667152e+04,2.903071777650943486e-01
3.760000000000000000e+04,2.898632812499999933e-01
3.763333333333333576e+04,2.896394220551795629e-01
3.766666666666667152e+04,3.799198808626407242e-01
3.770000000000000000e+04,5.729492187500001554e-01
3.773333333333333576e+04,5.722405954664390171e-01
3.776666666666667152e+04,5.732332042868023558e-01
3.780000000000000000e+04,5.731054687500000133e-01
3.783333333333333576e+04,5.731657643979036765e-01
3.786666666666667152e+04,5.739635906690868650e-01
3.790000000000000000e+04,5.739257812500000444e-01
3.793333333333333576e+04,5.736182040102516533e-01
3.796666666666667152e+04,5.745596095370063550e-01
3.800000000000000000e+04,5.731835937500000533e-01
3.803333333333333576e+04,5.734987825277226836e-01
3.806666666666667152e+04,5.751904230070350454e-01
3.810000000000000000e+04,5.756835937500001110e-01
3.813333333333333576e+04,5.686548479414609281e-01
3.816666666666667152e+04,5.623676881305582631e-01
3.820000000000000000e+04,5.631445312500000799e-01
3.823333333333333576e+04,5.630981253424625077e-01
3.826666666666667152e+04,5.628020064639870368e-01
3.830000000000000000e+04,5.627539062499999911e-01
3.833333333333333576e+04,5.723084968514206006e-01
3.836666666666667152e+04,5.673958035300552538e-01
3.840000000000000000e+04,5.689257812500001510e-01
3.843333333333333576e+04,5.679555646299322413e-01
3.846666666666667152e+04,5.686226478719491606e-01
3.850000000000000000e+04,5.677148437499999201e-01
3.853333333333333576e+04,5.697081598847677508e-01
3.856666666666667152e+04,5.691910053749106302e-01
3.860000000000000000e+04,5.691992187500000133e-01
3.863333333333333576e+04,5.690280461448253835e-01
3.866666666666667152e+04,5.691590175541445529e-01
3.870000000000000000e+04,5.621679687499999689e-01
3.873333333333333576e+04,5.648269827225728124e-01
3.876666666666667152e+04,5.638422345328517604e-01
3.880000000000000000e+04,5.658398437500000711e-01
3.883333333333333576e+04,5.639509817873380459e-01
